customer_id,tenure_months,plan_type,region,segment,n_complaints_30d,severity,reopen_count,open_unresolved_count,n_contacts_30d,channel,n_repeat_contacts,escalation_count,first_contact_resolved,avg_resolution_hours,max_resolution_hours,sla_breached,pending_age_days,csat_score,usage_last_30d,usage_change_pct,last_active_days_ago,days_since_last_complaint,churned
CUST-1095,37,Basic,East,Individual,1,Low,1,1,1,Ticket,0,0,0,13.5,19.9,0,0.6,3.3,70.2,-29.2,1,8,1
CUST-1096,44,Basic,North,Individual,1,High,1,0,1,Ticket,1,1,0,7.5,8.9,0,0.0,5.0,128.0,-15.2,0,13,0
CUST-1097,35,Standard,North,Individual,0,Low,0,1,0,Chat,0,0,0,9.8,15.1,0,0.5,4.9,83.9,-11.4,8,115,1
CUST-1098,65,Basic,North,Individual,1,Medium,0,0,1,Chat,0,1,1,36.3,42.0,0,0.0,3.3,66.2,55.7,1,23,0
CUST-1099,47,Basic,East,Individual,0,Low,0,1,0,Ticket,0,0,1,34.7,51.3,0,0.9,3.0,114.4,-4.6,2,46,1
CUST-1100,3,Basic,West,Small Business,1,Medium,1,0,2,Chat,1,0,1,0.2,19.0,0,0.0,2.6,94.6,-25.8,10,19,0
CUST-1101,1,Basic,South,Individual,2,Low,2,0,2,Chat,1,0,1,2.6,15.9,0,0.0,4.5,95.8,0.6,5,28,0
CUST-1102,5,Premium,North,Individual,0,Low,1,1,0,Call,0,0,0,8.6,30.6,0,2.5,3.3,77.6,-25.9,0,88,1
CUST-1103,14,Basic,West,Small Business,1,Low,1,0,2,Email,1,0,0,7.2,16.2,0,0.0,3.2,23.0,91.0,1,27,0
CUST-1104,27,Basic,South,Enterprise,2,Low,1,1,2,Ticket,0,0,1,2.0,16.8,0,1.9,3.9,65.0,-30.7,0,9,1
CUST-1105,9,Standard,North,Individual,2,Medium,1,0,2,Chat,1,1,1,23.3,30.0,0,0.0,3.1,51.2,56.4,0,23,0
CUST-1106,15,Basic,South,Individual,3,Low,0,0,4,Email,0,0,0,20.6,31.6,0,0.0,2.3,128.2,0.2,1,9,1
CUST-1107,42,Premium,South,Individual,1,Low,0,0,2,Email,1,1,0,5.7,8.0,0,0.0,3.7,165.9,-0.5,5,6,0
CUST-1108,51,Basic,West,Individual,0,Low,0,0,1,Email,0,0,1,9.0,23.1,0,0.0,4.7,94.9,19.8,0,139,1
CUST-1109,63,Standard,South,Enterprise,1,Medium,0,0,2,Chat,0,0,0,13.4,16.8,0,0.0,2.6,13.2,-52.2,16,18,1
CUST-1110,52,Standard,North,Small Business,0,Low,1,0,0,Ticket,0,2,1,0.9,10.2,0,0.0,3.1,102.4,-5.5,1,162,0
CUST-1111,4,Premium,West,Small Business,1,Low,2,0,1,Ticket,2,0,1,3.4,19.8,0,0.0,4.8,143.8,-2.1,1,4,0
CUST-1112,23,Standard,East,Individual,0,Medium,0,2,2,Chat,1,0,0,20.8,29.2,0,0.8,3.9,102.0,16.2,0,97,1
CUST-1113,15,Premium,East,Small Business,0,Medium,1,0,0,Chat,1,0,1,13.3,17.1,0,0.0,3.1,117.0,3.6,0,155,1
CUST-1114,43,Basic,West,Individual,1,Medium,0,0,1,Ticket,0,0,1,18.3,34.8,0,0.0,2.6,112.4,14.5,33,7,0
CUST-1115,29,Basic,East,Individual,0,Low,0,0,0,Ticket,0,0,0,72.5,101.2,1,0.0,5.0,95.2,-23.0,2,171,0
CUST-1116,36,Basic,South,Individual,0,Low,1,1,0,Ticket,1,0,1,28.2,38.6,0,2.9,3.2,109.8,12.0,5,101,0
CUST-1117,13,Premium,North,Individual,0,Medium,0,3,0,Call,1,1,0,69.0,81.2,1,7.7,4.9,74.0,-18.0,6,78,1
CUST-1118,32,Basic,South,Individual,0,High,0,1,1,Email,0,0,0,17.9,25.3,0,0.6,4.3,100.0,-17.7,3,154,0
CUST-1119,71,Basic,West,Small Business,0,Medium,0,1,0,Call,0,1,0,0.0,13.2,0,1.6,3.3,100.9,21.5,3,69,1
CUST-1120,59,Basic,North,Individual,1,Low,0,0,1,Call,0,1,1,2.0,12.2,0,0.0,3.1,35.6,-13.4,2,4,0
CUST-1121,28,Basic,West,Individual,0,Medium,1,0,1,Chat,0,0,1,23.9,44.5,0,0.0,3.2,96.1,4.8,6,37,0
CUST-1122,66,Basic,West,Individual,2,High,1,0,2,Email,0,0,1,7.3,11.4,0,0.0,3.3,71.4,-3.6,3,22,0
CUST-1123,42,Premium,West,Individual,0,Medium,0,2,1,Email,0,0,1,10.7,20.7,0,2.1,5.0,32.9,27.0,2,106,1
CUST-1124,45,Standard,South,Small Business,3,High,0,0,4,Ticket,0,0,0,22.5,28.2,0,0.0,3.3,98.3,-26.1,0,12,1
CUST-1125,62,Standard,North,Small Business,2,Low,1,0,2,Chat,1,0,1,8.1,9.6,0,0.0,2.1,60.1,57.4,5,9,0
CUST-1126,57,Standard,North,Small Business,0,Medium,0,0,0,Chat,0,0,1,41.4,48.7,0,0.0,5.0,89.5,-6.4,2,145,1
CUST-1127,6,Basic,North,Individual,1,Medium,0,0,3,Ticket,0,0,0,9.8,55.7,0,0.0,5.0,102.1,-15.1,0,21,0
CUST-1128,28,Basic,South,Small Business,0,Medium,1,0,0,Ticket,1,0,1,0.9,10.2,0,0.0,2.8,112.0,-24.6,2,129,1
CUST-1129,28,Basic,East,Small Business,1,Medium,0,0,1,Call,2,0,0,83.0,94.8,1,0.0,1.8,148.1,0.3,0,24,1
CUST-1130,44,Basic,South,Individual,0,Medium,0,2,1,Ticket,0,0,0,13.5,33.8,0,2.3,3.8,17.3,-59.5,0,132,0
CUST-1131,30,Standard,South,Individual,2,Medium,0,1,3,Ticket,2,0,1,8.6,71.4,0,6.0,3.2,96.4,-13.4,25,23,1
CUST-1132,62,Basic,West,Small Business,0,High,0,1,0,Chat,0,0,1,45.9,53.8,0,1.6,4.5,138.7,-21.7,7,169,0
CUST-1133,62,Basic,North,Individual,0,Low,0,0,2,Call,0,0,0,39.4,50.4,0,0.0,3.9,84.1,-8.9,22,149,1
CUST-1134,1,Standard,North,Individual,0,Medium,0,0,0,Email,1,0,0,0.8,52.6,0,0.0,3.2,106.9,-16.1,14,175,1
CUST-1135,27,Premium,East,Individual,1,High,0,1,1,Call,0,0,0,33.1,41.5,0,0.5,2.6,85.9,-19.6,15,3,1
CUST-1136,62,Premium,East,Individual,1,Low,1,0,1,Chat,0,0,1,13.5,36.9,0,0.0,3.5,68.5,-18.3,3,14,1
CUST-1137,3,Premium,West,Individual,3,Low,0,1,4,Email,0,0,0,22.4,31.2,0,0.3,3.9,156.4,3.9,5,27,1
CUST-1138,70,Standard,North,Individual,3,Low,0,0,3,Call,1,0,1,3.2,7.0,0,0.0,2.4,102.1,6.2,0,2,1
CUST-1139,27,Basic,East,Small Business,0,Low,1,3,0,Ticket,0,0,0,22.0,63.3,0,6.8,4.4,118.5,-1.1,2,114,0
CUST-1140,9,Standard,East,Individual,0,High,1,0,1,Call,0,3,1,5.2,23.9,0,0.0,3.2,142.9,-10.1,5,75,1
CUST-1141,62,Basic,North,Small Business,0,Low,1,1,0,Email,1,0,0,2.5,32.4,0,0.2,3.1,115.6,-3.3,0,142,1
CUST-1142,37,Standard,South,Individual,2,Medium,0,0,2,Call,0,1,1,2.9,4.7,0,0.0,4.1,131.6,7.7,11,21,0
CUST-1143,51,Standard,East,Enterprise,0,Low,1,2,1,Call,0,0,1,7.1,25.4,0,9.0,5.0,111.6,-11.0,0,71,1
CUST-1144,44,Basic,North,Enterprise,0,Low,1,0,2,Call,0,0,1,95.7,111.1,1,0.0,4.0,121.3,-5.7,9,156,1
CUST-1145,24,Standard,East,Small Business,0,High,0,0,0,Ticket,3,0,0,1.1,11.0,0,0.0,2.8,79.8,19.0,4,96,0
CUST-1146,59,Premium,West,Enterprise,1,Medium,2,0,3,Chat,1,0,1,8.0,10.3,0,0.0,2.9,105.4,-5.4,9,22,0
CUST-1147,32,Basic,East,Small Business,0,Low,0,0,1,Chat,0,0,0,14.9,22.9,0,0.0,2.3,87.0,-3.5,1,44,1
CUST-1148,52,Premium,North,Small Business,3,High,1,0,3,Chat,0,1,0,4.6,19.1,0,0.0,3.4,102.4,-15.9,5,4,1
CUST-1149,62,Basic,East,Individual,1,Low,0,1,1,Call,0,0,1,65.2,82.2,1,0.9,3.3,37.8,71.8,1,5,0
CUST-1150,58,Standard,West,Individual,1,Low,0,1,1,Email,0,0,1,12.3,14.2,0,2.1,3.5,99.7,-10.1,1,16,0
CUST-1151,52,Standard,West,Small Business,1,Medium,1,0,1,Call,2,0,0,23.6,32.4,0,0.0,4.2,107.0,-10.9,0,8,1
CUST-1152,12,Standard,East,Individual,0,Low,1,0,1,Call,0,0,1,8.9,17.2,0,0.0,2.9,82.6,11.2,9,74,1
CUST-1153,39,Premium,East,Small Business,1,Medium,0,0,2,Chat,1,1,1,4.3,27.5,0,0.0,4.2,115.8,-18.1,8,16,1
CUST-1154,2,Premium,West,Small Business,2,Medium,0,0,3,Chat,1,0,1,7.2,7.9,0,0.0,4.4,89.7,-14.6,1,29,0
CUST-1155,3,Standard,West,Individual,3,Low,0,0,4,Ticket,1,0,1,6.6,29.7,0,0.0,1.6,110.8,-0.5,0,4,0
CUST-1156,56,Basic,South,Small Business,0,Medium,0,0,0,Call,2,0,1,37.6,60.6,0,0.0,4.4,145.1,-3.2,8,41,0
CUST-1157,59,Premium,South,Individual,2,Low,0,0,3,Ticket,0,1,1,0.3,18.2,0,0.0,3.5,73.6,-3.5,3,29,0
CUST-1158,2,Basic,West,Individual,2,Medium,0,1,2,Ticket,0,0,0,44.8,79.3,0,0.8,3.8,74.5,-10.3,1,11,0
CUST-1159,2,Premium,East,Individual,1,Low,0,1,2,Ticket,0,0,0,10.0,19.4,0,0.6,4.0,132.3,-18.4,5,29,1
CUST-1160,54,Basic,North,Individual,1,High,0,0,1,Chat,2,0,0,19.2,20.7,0,0.0,2.9,76.7,23.3,2,29,1
CUST-1161,1,Basic,East,Individual,3,High,0,0,3,Ticket,0,0,0,32.8,38.8,0,0.0,3.7,105.5,-4.8,6,29,0
CUST-1162,19,Standard,East,Individual,0,Low,0,1,0,Call,1,0,1,12.4,26.5,0,1.0,3.3,91.8,5.9,1,101,0
CUST-1163,2,Basic,South,Individual,0,High,0,2,1,Ticket,0,0,1,1.9,7.8,0,0.6,4.4,25.2,-37.3,4,98,0
CUST-1164,53,Basic,South,Small Business,0,Medium,0,0,0,Chat,0,0,1,15.6,30.6,0,0.0,5.0,95.9,-11.4,10,173,0
CUST-1165,44,Basic,South,Small Business,1,Medium,0,1,1,Call,1,0,0,2.6,3.3,0,1.7,2.4,72.8,-30.1,8,27,0
CUST-1166,32,Basic,West,Individual,1,Medium,0,0,1,Call,0,1,0,34.8,35.9,0,0.0,2.8,105.6,-8.4,14,1,1
CUST-1167,70,Basic,West,Individual,1,Low,1,0,1,Email,0,0,0,20.9,21.0,0,0.0,2.7,124.2,-18.5,0,6,0
CUST-1168,32,Basic,East,Small Business,1,Low,2,0,2,Chat,0,0,1,17.9,73.9,0,0.0,3.8,71.5,-21.0,13,19,1
CUST-1169,68,Standard,East,Small Business,1,Low,1,0,1,Email,1,0,0,0.0,4.6,0,0.0,4.2,82.4,-9.1,1,11,1
CUST-1170,55,Basic,North,Individual,1,Low,1,2,1,Chat,0,1,1,64.4,88.2,1,2.2,3.2,51.6,-23.8,14,6,1
CUST-1171,56,Standard,East,Individual,0,Low,0,0,0,Chat,0,0,1,2.8,35.5,0,0.0,3.1,102.3,5.4,1,111,0
CUST-1172,17,Basic,East,Small Business,1,Medium,0,1,4,Chat,0,0,1,4.1,6.6,0,4.9,4.8,95.1,-18.5,1,3,1
CUST-1173,38,Premium,South,Small Business,1,Low,0,0,1,Email,0,0,1,85.6,88.9,1,0.0,4.4,112.7,-4.7,4,20,0
CUST-1174,24,Premium,South,Individual,2,Medium,1,0,2,Ticket,1,0,1,1.9,9.1,0,0.0,1.5,107.8,-2.5,6,6,0
CUST-1175,69,Basic,South,Individual,0,Low,0,0,0,Chat,0,0,0,27.1,37.6,0,0.0,3.8,105.8,-3.4,16,51,1
CUST-1176,70,Standard,South,Individual,0,Low,0,0,0,Call,0,0,0,2.0,13.5,0,0.0,3.2,83.0,-17.7,1,95,0
CUST-1177,11,Premium,South,Small Business,1,Low,1,2,1,Call,0,0,1,26.4,33.7,0,0.3,3.7,126.7,-0.7,3,14,0
CUST-1178,16,Premium,North,Individual,2,Medium,0,0,2,Chat,0,1,1,44.0,57.3,0,0.0,3.9,116.7,3.9,4,27,0
CUST-1179,59,Standard,North,Individual,2,High,1,1,4,Chat,0,0,0,8.6,28.6,0,0.3,4.0,112.2,0.3,8,14,1
CUST-1180,70,Basic,North,Individual,2,Low,2,0,2,Chat,0,0,0,7.5,25.6,0,0.0,2.9,95.3,17.7,7,13,1
CUST-1181,3,Standard,South,Enterprise,0,Medium,0,0,0,Ticket,0,1,1,54.1,54.5,1,0.0,3.7,135.7,-0.7,14,98,0
CUST-1182,20,Standard,West,Small Business,1,High,0,0,1,Chat,1,1,1,1.6,15.0,0,0.0,3.4,112.3,4.1,3,16,0
CUST-1183,59,Standard,South,Small Business,0,High,0,2,0,Ticket,1,0,1,8.5,27.2,0,3.7,3.0,105.8,-13.9,8,80,1
CUST-1184,36,Basic,South,Small Business,1,Medium,1,2,1,Ticket,0,0,0,21.2,24.5,0,0.4,3.2,55.3,-6.0,8,14,0
CUST-1185,19,Premium,North,Individual,4,Low,1,1,4,Chat,0,0,1,23.3,37.1,0,0.1,1.3,131.5,-7.4,1,2,0
